Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date
2316,Group,Lovells Island,MA,42.326572,-70.926453,,Google Maps,6,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,,,,A mixture of evergreen and deciduous trees,,,,,,,,,,,,,"The &quot;site&quot; is an entire island, with various slopes and aspects.",
2317,Group,Grape Island,MA,42.267677,-70.921326,,Google Maps,2,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,,,,A mixture of evergreen and deciduous trees,,,,,,,,,,,,,"The &quot;site&quot; is an entire island, with various slopes and aspects.",
2330,Personal,Middle Pima Canyon,AZ,32.359924,-110.930717,,Google Maps,990,Auto-USGS-WebService,Wildlands or semi-wildlands,Open wetland (such as marsh or bog with few or no trees),,,,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,South,,,,,,,,,,"this site is in the bottom of the Pima Canyon valley, about 500 yards upstream of where the trail first drops down into the wash within the canyon; running water in the stream in Feb 2010; I was drawn to the first four cottonwood (triangleleaf) trees that grow right here...visible in the google aerial!",
2358,Personal,Wetlands (Red Maple Tree),IL,42.164516,-88.363991,,Google Maps,270,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2366,Personal,My House,IL,42.171322,-88.391502,,Google Maps,271,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2380,Personal,my woodlot,ME,47.08865,-69.013451,,Google Maps,216,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2390,Personal,Stony Lake Hills subdivision,MI,42.382767,-85.343567,,Google Maps,280,Auto-USGS-WebService,Rural,Forest or woodland,,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,,,,,,,"My home is in a subdivision but relatively little land is cleared for the homes and small yards.  Native closed-canopy deciduous forest including quaking aspen, red maple and eastern red cedar covers about 3 acres on my property and there is also some planted pine forest.",
2394,Personal,Beckman Lake Highland (Cedar Creek LTER),MN,45.425339,-93.186249,,Google Maps,280,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2395,Personal,PhenoCAM tower (Cedar Creek LTER),MN,45.402004,-93.204147,,Google Maps,277,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2399,Personal,Neighbors Yard/ Coffeetree Dr. ,NC,35.890587,-78.724548,,Google Maps,134,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2410,Personal,MEF S2,MN,47.515331,-93.470726,,Google Maps,424,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,30 ft,0.5 mi,5 ac,,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,
2414,Personal,Back Yard,NC,35.772095,-78.638618,,Google Maps,95,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2437,Personal,front yard,NC,35.890156,-78.724739,,Google Maps,139,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2442,Personal,Campus,VA,37.228249,-80.421249,,Google Maps,621,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,,,,,,,,
2460,Personal,VT campus,VA,37.229572,-80.41394,,Google Maps,632,Auto-USGS-WebService,Suburban,"Pavement (such as asphalt, concrete, brick)",,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,,,,,,,,
2463,Personal,Virginia Tech campus,VA,37.227047,-80.421585,,Google Maps,621,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2465,Personal,Taylars site,IL,42.183807,-88.508713,,Google Maps,277,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2466,Personal,Duck Pond,VA,37.225433,-80.427216,,User,616,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2467,Personal,Apartment,VA,37.214928,-80.450165,,Google Maps,631,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2468,Personal,Brodie Hall,VA,37.230145,-80.419464,,Google Maps,635,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2480,Personal,School,VA,37.231236,-80.419174,,Google Maps,638,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2495,Personal,my house,IL,42.187248,-88.378151,,Google Maps,270,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2498,Personal,Josalyn's house,IL,42.131763,-88.469017,,Google Maps,279,Auto-USGS-WebService,,,,,,,,,,,,,1,,,,,,,
2500,Personal,Virginia Tech,VA,37.22961,-80.424622,,Google Maps,628,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,
2526,Personal,jp,MA,42.309818,-71.120331,,Google Maps,20,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,500 yd,,"Mostly deciduous trees (for example, maple or larch)",,,,1,1,,1,,1,1,,,,
2539,Personal,5,NC,36.061321,-77.821602,,Google Maps,42,Auto-USGS-WebService,Wildlands or semi-wildlands,"Grassland, meadow or tundra",1 ft,1 mi,1 ac,,,,,,,,1,,,,,,,
2540,Group,South of garden terraces,CT,41.255749,-73.456375,WGS84,Google Maps,192,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 ft,100 yd,40 sqyd,,,,,,,,1,,,,,,along stone wall,
2551,Personal,VT campus,VA,37.227528,-80.422066,,Google Maps,620,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,"Mostly deciduous trees (for example, maple or larch)",,At the bottom of the slope or in a valley between slopes,South,,,,1,,,,,,,
2596,Personal,NADP,MN,47.531052,-93.469864,,Google Maps,431,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,150 ft,600 ft,0.2 ac,,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,
2605,Personal,Bear Brook Watershed,ME,44.8531,-68.106224,,Google Maps,257,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,1 mi,1 mi,24.7 ac,,,,,,,,1,,,,,,Research site for UMaine,
2623,Personal,yard,OH,40.710339,-81.885284,,Google Maps,329,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,800 yd,2 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,1,,birds,1,1,1,,,extensive flower gardens plus &quot;wild&quot; meadow areas,"Three is a string of houses along our street, but the general area is cultivated farmland.  Also, these is some wooded land very close by.",
2680,Personal,Femoyer Maple,VA,37.231167,-80.421295,,Google Maps,636,Auto-USGS-WebService,,,,,,,,,,1,,,0,,,,,creek,,
2683,Personal,N Red Oak in front of MCB,VA,37.23016,-80.421524,,Google Maps,631,Auto-USGS-WebService,,,,,,,,,,1,,,0,,,,,creek,,
2684,Personal,N Red Oak by War,VA,37.228733,-80.420135,,Google Maps,625,Auto-USGS-WebService,,,,,,,,,,1,,,0,,,,,creek,,
2697,Personal,Derring Hall,VA,37.229057,-80.426079,,Google Maps,619,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,"horse, goats, chickens",1,,,,,"draws, house, dirt driveway",,
2702,Personal,Burruss Hall,VA,37.228088,-80.423294,,Google Maps,623,Auto-USGS-WebService,,,,,,,,,,,,"horse, goats, chickens",1,,,,,"draws, house, dirt driveway",,
2703,Personal,Brodie Hall,VA,37.230114,-80.419579,,Google Maps,635,Auto-USGS-WebService,,,,,,,,,,,,"horse, goats, chickens",1,,,1,,"draws, house, dirt driveway",,
2706,Personal,Virginia Tech,VA,37.227493,-80.422112,,Google Maps,620,Auto-USGS-WebService,,,,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,"horse, goats, chickens",1,,,1,,"draws, house, dirt driveway",,
2709,Personal,Virginia Tech,VA,37.227661,-80.422279,,Google Maps,620,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 yd,1 mi,100 ac,,,,,,,"horse, goats, chickens",1,,,1,,"draws, house, dirt driveway",,
2713,Personal,my yard,AZ,32.216885,-110.801109,,Google Maps,355,Auto-USGS-WebService,,,,,,,,,,,,"horse, goats, chickens",1,,,1,,"draws, house, dirt driveway",,
2725,Personal,Virginia Tech campus,VA,37.229572,-80.41394,,Google Maps,632,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",5 ft,5 mi,,,,,,,,"horse, goats, chickens",1,,,1,,"draws, house, dirt driveway",,
2726,Personal,Grad life center maple,VA,37.22863,-80.418022,,Google Maps,625,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,1 mi,,,,,,,,,1,,,,,"draws, house, dirt driveway",,
2728,Personal,Grad life parking lot maple,VA,37.229164,-80.417206,,Google Maps,626,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",1 ft,1 mi,,,,,,,,"horse, goats, chickens",0,,,,,"draws, house, dirt driveway",,
2732,Personal,brodie maple,VA,37.230095,-80.419609,,Google Maps,635,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",3 ft,1 mi,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,"horse, goats, chickens",1,,,,,"draws, house, dirt driveway",,
2734,Personal,Virginia Tech Campus,VA,37.227566,-80.422112,,Google Maps,620,Auto-USGS-WebService,,,,,,,,,,,,"horse, goats, chickens",1,,,1,,"draws, house, dirt driveway",,
2736,Personal,Tech Campus,VA,37.227619,-80.422264,,Google Maps,620,Auto-USGS-WebService,Urban,"Pavement (such as asphalt, concrete, brick)",10 ft,,,,,,,,,"horse, goats, chickens",1,,,1,,"draws, house, dirt driveway",,
2738,Personal,Tech,VA,37.233208,-80.424484,,Google Maps,623,Auto-USGS-WebService,,,,,,,,,,,,"horse, goats, chickens",1,,,1,,"draws, house, dirt driveway",,
2745,Personal,Virginia Tech,VA,37.227654,-80.422218,,Google Maps,620,Auto-USGS-WebService,,,,,,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,,,,"horse, goats, chickens",1,,,1,,"draws, house, dirt driveway",,
2772,Personal,My holler,TN,36.440838,-84.323586,WGS84,Google Maps,384,Google Elevation Service,Rural,Forest or woodland,0.25 mi,30 yd,1 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Southeast,1,1,,1,,1,1,1,,site is a forested area at intersection of 2 streams; there is a man made pond about 75 yards from the house; my property borders on a Tennessee Wildlife Management Area (Royal Blue).,
2792,Personal,home,NC,35.64893,-78.816948,,Google Maps,115,Auto-USGS-WebService,Suburban,Other (please describe in comments box),0 ft,0 ft,0.67 ac,,,,,,,,0,,,,,,yard with wooded wetland area and pond,
2803,Personal,PPN_9050018,CO,39.971001,-105.397003,,User,2397,Auto-USGS-WebService,,,,,,,,,,,,,0,,,,,,Plant Phenology Network station PPN_9050018,
4843,Personal,Pole Mountain,WY,41.226372,-105.431244,WGS84,Google Maps,2574,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,2000 ft,,100 m2,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Southeast,,,,0,,,,,,,
4846,Personal,front and backyard,OH,41.437077,-81.864555,,Google Maps,228,Auto-USGS-WebService,Suburban,"Pavement (such as asphalt, concrete, brick)",30 ft,6 mi,,,,,,1,1,,1,1,1,,,,,
4881,Personal,Possum Branch Preserve,FL,28.045185,-82.706299,,Google Maps,3,Auto-USGS-WebService,Suburban,Forested wetland (such as swamp or mangrove),0.25 mi,0.25 mi,25 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,North,,,,0,,,,,,Site contains multiple species. Individual species will be located in proximity to one another. ,
5037,Personal,Coldfoot,AK,67.252335,-150.183746,,Google Maps,323,User,Wildlands or semi-wildlands,Forest or woodland,20 ft,1 mi,4 ac,Other (please describe in comments box),"No, the surrounding terrain is relatively flat",,,,,none,0,,,,,none,,
5044,Personal,Disgard This Site,AZ,32.247929,-110.92086,,Google Maps,744,Auto-USGS-WebService,Urban,Other (please describe in comments box),,,1 sqyd,,,,,,,,0,,,,,,this is a test site,
5076,Group,Goldstream uplands,AK,64.925751,-147.880295,WGS84,Google Maps,311,Google Elevation Service,Rural,Forest or woodland,15 ft,1 mi,1 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,South,,,,0,,,,,,,2010-10-26
5098,Personal,Home,IL,39.427235,-88.209732,,Google Maps,211,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,1300 ft,1400 ft,2500 ft2,,,,,,,,0,,,,,,This is a rural home setting located on the edge of some woods with cropland ,2010-11-20
5099,Personal,neighborhood,OK,35.260696,-97.486832,,Google Maps,360,Auto-USGS-WebService,Urban,"Pavement (such as asphalt, concrete, brick)",8 ft,5 mi,1 ac,,,,,,,,0,,,,,,This area has lilac shrubs and are across the street from our library. I live 10 minutes away.,2010-11-20
5116,Personal,9,NC,34.928726,-79.782715,,Google Maps,84,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,2 mi,100 sqyd,,,,,,,,0,,,,,,,2010-12-19
5131,Personal,My backyard,NH,42.845955,-71.495125,,Google Maps,52,Auto-USGS-WebService,Suburban,,15 ft,750 ft,6250 ft2,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",In the middle of the slope,East,,,,0,,,,,,"My backyard; recently mowed last summer, so I don't know what exactly will be growing in spring, but normally it's milkweed, blackberry, grasses, and conifers.",2011-01-01
5144,Personal,backyard,MO,38.586487,-90.412476,,Google Maps,204,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",125 ft,0.5 mi,20 ft2,,,,,,,,0,,,,,,small grove of walnut trees in back yard,2011-01-08
5157,Personal,Brehm,NE,40.973251,-96.757942,,Google Maps,398,Auto-USGS-WebService,Rural,,,,,,,,,,,,0,,,,,,,2011-01-18
5174,Personal,garden,VA,37.538078,-77.554939,,Google Maps,93,Auto-USGS-WebService,,,,,,,,,,,,,0,,,,,,,2011-01-26
5204,Group,"Big Woods tract, JELA Barataria Preserve",LA,29.800991,-90.11557,,Google Maps,0,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),700 yd,350 yd,1000 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,1,,,"occasionally, there are corn-baited feral pig corral traps in the area","I'm guessing on distances and areas.  I can make this more precise.  The site is located within the Jean Lafitte National Historical Park and Preserve's Barataria Preserve Unit, and it is managed by the NPS.  I visit the area approximately once every two weeks, and I have been doing this for over 10 years.",2011-02-07
5206,Personal,Mirror Lake - NBG,VA,36.902622,-76.206039,,Google Maps,3,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,25 ft,,,,,,,,,0,,,,,,,2011-02-08
5207,Personal,VA Natives Garden - NBG,VA,36.904579,-76.19651,,Google Maps,2,Auto-USGS-WebService,Urban,Forested wetland (such as swamp or mangrove),200 ft,10 ft,,,,,,,,,0,,,,,,,2011-02-08
5208,Personal,Enchanted Forest - NBG,VA,36.90799,-76.196022,,Google Maps,1,Auto-USGS-WebService,Urban,Forest or woodland,200 ft,20 ft,,,,,,,,,0,,,,,,,2011-02-08
5229,Personal,Chattahoochee River National Recreation Area Vickery Creek Unit,GA,34.01189,-84.355904,,Google Maps,300,Auto-USGS-WebService,Suburban,Forest or woodland,400 yd,200 yd,500 ac,,,,,,,,0,,,,,,,2011-02-17
5232,Personal,backyard,VA,37.757126,-77.490578,,Google Maps,64,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,50 yd,1 ac,,,,,,,,0,,,,,,,2011-02-20
5261,Personal,First Meadow,MA,42.448402,-72.345314,,Google Maps,273,Auto-USGS-WebService,Wildlands or semi-wildlands,"Grassland, meadow or tundra",0 ft,20 ft,10 ac,,,,,,,,0,,,,,,"Several apple trees on this site. Now feral.  They are either leftovers from when the land was inhabited (circa 1930s) or descendants of trees from that time.  Other species of interest: forsythia, daisies, black-eyed susan, milkweed, goldenrod.  Maple and oak border the meadow, as do several beaver bogs/ponds.",2011-03-01
5262,Personal,Big Meadow North,MA,42.442348,-72.346504,,Google Maps,286,Auto-USGS-WebService,Wildlands or semi-wildlands,"Grassland, meadow or tundra",10 ft,0.5 mi,18 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,"This site on Prescott Peninsula has been uninhabited since the 1930s. It is kept as meadow by mowing (formerly burning).  Narrow, long, north-south orientation. Contains a narrow strip of north-south running wetlands starting at a vernal pool just outside its southern border (see Big Meadow South).",2011-03-01
5265,Personal,Tuscarora State Park site 1,PA,40.804298,-76.026863,,Google Maps,309,Auto-USGS-WebService,,Forest or woodland,2 mi,15 ft,3 ac,,,,,,,,0,,,,,,,2011-03-03
5281,Personal,Rock Springs Common Garden,PA,40.710247,-77.956192,,Google Maps,368,Auto-USGS-WebService,Rural,"Agricultural field, cropland or pasture",0.5 mi,1 mi,1 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,This site is part of a common garden with 16 temperate tree species planted in plots with 6 individuals of a given species replicated over 8 blocks.  All data reported here were taken from a single individual of each species from Block 1. ,2011-03-08
5286,Personal,"Barataria Preserve, JELA",LA,29.792919,-90.124512,,Google Maps,0,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),400 ft,400 ft,4 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,Along Bayou Coquille Trail,2011-03-11
5301,Personal,Tuscarora State Park  site 3,PA,40.797592,-76.040657,,Google Maps,317,Auto-USGS-WebService,Rural,"Grassland, meadow or tundra",0.05 mi,0.05 mi,2.5 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,South,,,,0,,,,,,,2011-03-17
5306,Group,Tanque Verde Guest Ranch,AZ,32.245773,-110.683594,,Google Maps,827,Auto-USGS-WebService,Rural,"Beach, dune, salt flat, open desert or barren land (with sparse vegetation)",300 ft,200 ft,1 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,"In or near main wash, and along trail back to Gambusi lake, with one cottonwood on the edge of Gambusi lake",2011-03-20
